ID,DISPLAY_NAME,INTEREST_RATE_DISPLAY,RISK_LEVEL,MIN_INVEST_AMOUNT,INCREASE_INVEST_AMOUNT,MAX_INVEST_AMOUNT,OPENING_DATE,COLLECT_START_DATE,COLLECT_END_DATE,BUY_FEE_DISCOUNT_DESC,BUY_FEE_DISCOUNT_DESC_1,REDEMPTION_FEE_RATE_DESC,FUND_MANAGER_NAME,INVEST_SCOPE,PERIOD
13716116,yanxutaoOSA_201701112254002025505857,6.50%,中,10000,10000,100000,2018/10/180,null,null,0.3,0.5,0.2,管理人4440,阳光私募，银行债券,半年
13721916,yanxutaoSmokeCH_201701201147021517527062,7.50%,中,10000,10000,100000,2018/10/181,null,null,0.3,0.5,0.2,管理人4441,阳光私募，银行债券,半年
13721125,CH20170119152641954,8.50%,中,20000,100,100000,2018/10/182,null,null,0.3,0.5,0.2,管理人4442,阳光私募，银行债券,半年
13716518,yanxutao财富汇_20170112161056,6%~7.66%,中,10000,10000,100000,2018/10/183,null,null,0.3,0.5,0.2,管理人4443,阳光私募，银行债券,半年
13714117,零活宝-招财进宝,7%~7.66%,中,10,1,10000000,2018/10/184,null,null,0.3,0.5,0.2,管理人4444,阳光私募，银行债券,半年
114460257,基金代销0335号,8%~7.66%,中,0,0,1000000000000,2018/10/185,null,null,0.3,0.5,0.2,管理人4445,阳光私募，银行债券,半年
114460457,基金代销7102号,9%~7.66%,中,0,0,1000000000000,2018/10/186,null,null,0.3,0.5,0.2,管理人4446,阳光私募，银行债券,半年
114460657,基金代销2111号,10%~7.66%,中,0,0,1000000000000,2018/10/187,null,null,0.3,0.5,0.2,管理人4447,阳光私募，银行债券,半年
114460857,基金代销8239号,11%~7.66%,中,0,0,1000000000000,2018/10/188,null,null,0.3,0.5,0.2,管理人4448,阳光私募，银行债券,半年
114461000000000,慧盈-安e+90801,12%~7.66%,中,1000,0.01,10000,2018/10/189,null,null,0.3,0.5,0.2,管理人4449,阳光私募，银行债券,半年
114461458,久盈计划J0101,13%~7.66%,中,1000,100,10000,2018/10/190,null,null,0.3,0.5,0.2,管理人4450,阳光私募，银行债券,半年
114462000000000,慧盈-安e+,14%~7.66%,中,0.01,0.01,10000,2018/10/191,null,null,0.3,0.5,0.2,管理人4451,阳光私募，银行债券,半年
114461658,久盈计划J0102,15%~7.66%,中,100,100,10000,2018/10/192,null,null,0.3,0.5,0.2,管理人4452,阳光私募，银行债券,半年
114462000000000,慧盈-安e+90802,16%~7.66%,中,1000,0.01,10000,2018/10/193,null,null,0.3,0.5,0.2,管理人4453,阳光私募，银行债券,半年
114462000000000,慧盈-安e+,17%~7.66%,中,0.01,0.01,10000,2018/10/194,null,null,0.3,0.5,0.2,管理人4454,阳光私募，银行债券,半年
114461664,久盈计划J0103,18%~7.66%,中,1000,1000,10000,2018/10/195,null,null,0.3,0.5,0.2,管理人4455,阳光私募，银行债券,半年
114462000000000,智享-安e+908S01,19%~7.66%,中,1000,0.01,4000,2018/10/196,null,null,0.3,0.5,0.2,管理人4456,阳光私募，银行债券,半年
114462460,久盈计划J01S18月,20%~7.66%,中,100,100,10000,2018/10/197,null,null,0.3,0.5,0.2,管理人4457,阳光私募，银行债券,半年
114463000000000,智享-安e+932S01,21%~7.66%,中,1000,100,10000,2018/10/198,null,null,0.3,0.5,0.2,管理人4458,阳光私募，银行债券,半年
114463000000000,智享-安e+932S02,22%~7.66%,中,1000,100,10000,2018/10/199,null,null,0.3,0.5,0.2,管理人4459,阳光私募，银行债券,半年
114463000000000,智享-安e+932S03,23%~7.66%,中,1000,100,10000,2018/10/200,null,null,0.3,0.5,0.2,管理人4460,阳光私募，银行债券,半年
114463000000000,创享-安e+,24%~7.66%,中,null,null,null,2018/10/201,null,null,0.3,0.5,0.2,管理人4461,阳光私募，银行债券,半年
13719016,稳盈-安e,25%~7.66%,中,20000,null,null,2018/10/202,null,null,0.3,0.5,0.2,管理人4462,阳光私募，银行债券,半年
13714216,智理财 1235号,1.23%~7.65%,中,8000,2000,5000000,2018/10/203,null,null,0.3,0.5,0.2,管理人4463,阳光私募，银行债券,半年
13714218,只读_稳赢安e_01B_0,2.23%~7.65%,中,10000,null,null,2018/10/204,null,null,0.3,0.5,0.2,管理人4464,阳光私募，银行债券,半年
114464857,基金代销7509号,3.23%~7.65%,中,0,0,1000000000000,2018/10/205,null,null,0.3,0.5,0.2,管理人4465,阳光私募，银行债券,半年
114464858,基金代销9345号,4.23%~7.65%,中,0,0,1000000000000,2018/10/206,null,null,0.3,0.5,0.2,管理人4466,阳光私募，银行债券,半年
114465257,基金代销2521号,5.23%~7.65%,中,0,0,1000000000000,2018/10/207,null,null,0.3,0.5,0.2,管理人4467,阳光私募，银行债券,半年
13214914,同盈CDB-万家瑞和C,6.23%~7.65%,中,10,1,10000000,2018/10/208,null,null,0.3,0.5,0.2,管理人4468,阳光私募，银行债券,半年
13722017,稳盈-安e,7.23%~7.65%,中,20000,null,null,2018/10/209,null,null,0.3,0.5,0.2,管理人4469,阳光私募，银行债券,半年
13717317,ZJQJ20170113144114610,8.23%~7.65%,中,20000,100,100000,2018/10/210,null,null,0.3,0.5,0.2,管理人4470,阳光私募，银行债券,半年
13719216,yanxutaoSmokeCH_20170116214157183616541,9.23%~7.65%,中,10000,10000,100000,2018/10/211,null,null,0.3,0.5,0.2,管理人4471,阳光私募，银行债券,半年
13719217,yanxutaoSmokeCH_20170116214157183616541,10.23%~7.65%,中,20051.5,null,null,2018/10/212,null,null,0.3,0.5,0.2,管理人4472,阳光私募，银行债券,半年
13719716,百万任我行svt20170117,11.23%~7.65%,中,1472,1000,100000,2018/10/213,null,null,0.3,0.5,0.2,管理人4473,阳光私募，银行债券,半年
13718816,YLX20170116140844443,12.23%~7.65%,中,20000,100,100000,2018/10/214,null,null,0.3,0.5,0.2,管理人4474,阳光私募，银行债券,半年
13718916,CH20170116152659252,13.23%~7.65%,中,20000,100,100000,2018/10/215,null,null,0.3,0.5,0.2,管理人4475,阳光私募，银行债券,半年
13718716,超级零活宝20170116082728044,14.23%~7.65%,中,10000,1,10000000,2018/10/216,null,null,0.3,0.5,0.2,管理人4476,阳光私募，银行债券,半年
13722216,yanxutaoOSA_201701202033082037676372,6.50%,中,10000,10000,100000,2018/10/217,null,null,0.3,0.5,0.2,管理人4477,阳光私募，银行债券,半年
13719816,基金代销1029327606号,7.50%,中,100,5,1000,2018/10/218,null,null,0.3,0.5,0.2,管理人4478,阳光私募，银行债券,半年
13714317,智理财 1235号,1.23%~7.65%,中,8000,2000,5000000,2018/10/219,null,null,0.3,0.5,0.2,管理人4479,阳光私募，银行债券,半年
13715818,newSmokeCH_20170111182241518085124,非保本浮动收益,中,5000,10000,100000,2018/10/220,null,null,0.3,0.5,0.2,管理人4480,阳光私募，银行债券,半年
13719416,平安创可贴两全保险20170117,非保本浮动收益,中,666,1000,100000,2018/10/221,null,null,0.3,0.5,0.2,管理人4481,阳光私募，银行债券,半年
13721716,私理财 FundCode840006_274号,0.22%~10.78%,中,1005000,100000,null,2018/10/222,null,null,0.3,0.5,0.2,管理人4482,阳光私募，银行债券,半年
13722417,基金代销6475号,1.22%~10.78%,中,100,5,10000,2018/10/223,null,null,0.3,0.5,0.2,管理人4483,阳光私募，银行债券,半年
114461000000000,智享-安e+,2.22%~10.78%,中,0.01,0.01,4000,2018/10/224,null,null,0.3,0.5,0.2,管理人4484,阳光私募，银行债券,半年
114460057,基金代销0430号,3.22%~10.78%,中,0,0,1000000000000,2018/10/225,null,null,0.3,0.5,0.2,管理人4485,阳光私募，银行债券,半年
114465000000000,慧盈-安e+93201,4.22%~10.78%,中,1000,100,10000,2018/10/226,null,null,0.3,0.5,0.2,管理人4486,阳光私募，银行债券,半年
114465000000000,慧盈-安e+93202,5.22%~10.78%,中,1000,100,10000,2018/10/227,null,null,0.3,0.5,0.2,管理人4487,阳光私募，银行债券,半年
114463000000000,智享-安e+,6.22%~10.78%,中,100,100,10000,2018/10/228,null,null,0.3,0.5,0.2,管理人4488,阳光私募，银行债券,半年
114464257,平台工具-金色人生pause803,4.20%,中,1000,100,200000,2018/10/229,null,null,0.3,0.5,0.2,管理人4489,阳光私募，银行债券,半年
114461660,久盈计划6个月,5.20%,中,100,100,10000,2018/10/230,null,null,0.3,0.5,0.2,管理人4490,阳光私募，银行债券,半年
114462000000000,智享-安e+908S02,6.20%,中,1000,0.01,4000,2018/10/231,null,null,0.3,0.5,0.2,管理人4491,阳光私募，银行债券,半年
114462000000000,智享-安e+908S03,7.20%,中,1000,0.01,2000,2018/10/232,null,null,0.3,0.5,0.2,管理人4492,阳光私募，银行债券,半年
114461860,久盈计划,8.20%,中,100,1000,10000,2018/10/233,null,null,0.3,0.5,0.2,管理人4493,阳光私募，银行债券,半年
114462000000000,智享-安e+,9.20%,中,0.01,0.01,2000,2018/10/234,null,null,0.3,0.5,0.2,管理人4494,阳光私募，银行债券,半年
114462260,久盈计划,10.20%,中,100,100,10000,2018/10/235,null,null,0.3,0.5,0.2,管理人4495,阳光私募，银行债券,半年
114462000000000,智享-安e+,11.20%,中,0.01,0.01,2000,2018/10/236,null,null,0.3,0.5,0.2,管理人4496,阳光私募，银行债券,半年
114463000000000,创享-安e+,12.20%,中,null,null,null,2018/10/237,null,null,0.3,0.5,0.2,管理人4497,阳光私募，银行债券,半年
114464000000000,创享-安e+,13.20%,中,null,null,null,2018/10/238,null,null,0.3,0.5,0.2,管理人4498,阳光私募，银行债券,半年
114465057,基金代销5720号,14.20%,中,0,0,1000000000000,2018/10/239,null,null,0.3,0.5,0.2,管理人4499,阳光私募，银行债券,半年
114465058,基金代销9963号,15.20%,中,0,0,1000000000000,2018/10/240,null,null,0.3,0.5,0.2,管理人4500,阳光私募，银行债券,半年
114461057,基金代销0345号,16.20%,中,0,0,1000000000000,2018/10/241,null,null,0.3,0.5,0.2,管理人4501,阳光私募，银行债券,半年
114465000000000,慧盈-安e+93203,17.20%,中,1000,100,10000,2018/10/242,null,null,0.3,0.5,0.2,管理人4502,阳光私募，银行债券,半年
114461000000000,智享-安e+,18.20%,中,0.01,0.01,4000,2018/10/243,null,null,0.3,0.5,0.2,管理人4503,阳光私募，银行债券,半年
114461000000000,智享-安e+,19.20%,中,0.01,0.01,2000,2018/10/244,null,null,0.3,0.5,0.2,管理人4504,阳光私募，银行债券,半年
114461260,久盈计划,20.20%,中,1500,100,10000,2018/10/245,null,null,0.3,0.5,0.2,管理人4505,阳光私募，银行债券,半年
114464457,平台工具-金色人生8031,4.20%,中,10000,100,200000,2018/10/246,null,null,0.3,0.5,0.2,管理人4506,阳光私募，银行债券,半年
114464458,平台工具-金色人生8032,4.20%,中,10000,100,200000,2018/10/247,null,null,0.3,0.5,0.2,管理人4507,阳光私募，银行债券,半年
114464459,平台工具-金色人生8033,4.20%,较高,10000,100,200000,2018/10/248,null,null,0.3,0.5,0.2,管理人4508,阳光私募，银行债券,半年
114464460,平台工具-富盈宝宝80301,4.20%,较高,1000,100,200000,2018/10/249,null,null,0.3,0.5,0.2,管理人4509,阳光私募，银行债券,半年
114464461,平台工具-富盈宝宝803802,4.20%,较高,1000,100,200000,2018/10/250,null,null,0.3,0.5,0.2,管理人4510,阳光私募，银行债券,半年
114464462,平台工具-富盈宝宝803803,4.20%,较高,1000,100,200000,2018/10/251,null,null,0.3,0.5,0.2,管理人4511,阳光私募，银行债券,半年
114464463,平台工具-富盈宝宝803804,4.20%,较高,1000,100,200000,2018/10/252,null,null,0.3,0.5,0.2,管理人4512,阳光私募，银行债券,半年
114461000000000,慧盈-安e+,5.20%,较高,0.01,0.01,10000,2018/10/253,null,null,0.3,0.5,0.2,管理人4513,阳光私募，银行债券,半年
114461460,久盈计划2,6.20%,较高,100,100,10000,2018/10/254,null,null,0.3,0.5,0.2,管理人4514,阳光私募，银行债券,半年
114461464,久盈计划4,7.20%,较高,100,100,10000,2018/10/255,null,null,0.3,0.5,0.2,管理人4515,阳光私募，银行债券,半年
114462058,久盈计划2,8.20%,较高,1000,100,10000,2018/10/256,null,null,0.3,0.5,0.2,管理人4516,阳光私募，银行债券,半年
114462000000000,智享-安e+,9.20%,较高,0.01,0.01,4000,2018/10/257,null,null,0.3,0.5,0.2,管理人4517,阳光私募，银行债券,半年
114462000000000,智享-安e+,10.20%,较高,0.01,0.01,4000,2018/10/258,null,null,0.3,0.5,0.2,管理人4518,阳光私募，银行债券,半年
114462000000000,智享-安e+,11.20%,较高,0.01,0.01,2000,2018/10/259,null,null,0.3,0.5,0.2,管理人4519,阳光私募，银行债券,半年
114462062,久盈计划3,12.20%,较高,100,100,10000,2018/10/260,null,null,0.3,0.5,0.2,管理人4520,阳光私募，银行债券,半年
114462000000000,智享-安e+,13.20%,较高,0.01,0.01,4000,2018/10/261,null,null,0.3,0.5,0.2,管理人4521,阳光私募，银行债券,半年
114462000000000,智享-安e+,14.20%,较高,0.01,0.01,4000,2018/10/262,null,null,0.3,0.5,0.2,管理人4522,阳光私募，银行债券,半年
114462000000000,智享-安e+,15.20%,较高,0.01,0.01,2000,2018/10/263,null,null,0.3,0.5,0.2,管理人4523,阳光私募，银行债券,半年
114463857,平台工具-产品域数据803803,4.20%,较高,1000,100,200000,2018/10/264,null,null,0.3,0.5,0.2,管理人4524,阳光私募，银行债券,半年
114464057,平台工具-金色人生8034,4.20%,较高,10000,100,200000,2018/10/265,null,null,0.3,0.5,0.2,管理人4525,阳光私募，银行债券,半年
114464058,平台工具-富盈宝宝803,4.20%,较高,1000,100,200000,2018/10/266,null,null,0.3,0.5,0.2,管理人4526,阳光私募，银行债券,半年
114465000000000,慧盈-安e+932,5.20%,较高,100,100,10000,2018/10/267,null,null,0.3,0.5,0.2,管理人4527,阳光私募，银行债券,半年
114461000000000,慧盈-安e+90803,6.20%,较高,1000,0.01,10000,2018/10/268,null,null,0.3,0.5,0.2,管理人4528,阳光私募，银行债券,半年
114461462,久盈计划3,7.20%,较高,100,100,10000,2018/10/269,null,null,0.3,0.5,0.2,管理人4529,阳光私募，银行债券,半年
114461000000000,慧盈-安e+,8.20%,较高,0.01,0.01,10000,2018/10/270,null,null,0.3,0.5,0.2,管理人4530,阳光私募，银行债券,半年
114462000000000,慧盈-安e+,9.20%,较高,0.01,0.01,10000,2018/10/271,null,null,0.3,0.5,0.2,管理人4531,阳光私募，银行债券,半年
114461662,久盈计划3,10.20%,较高,100,100,10000,2018/10/272,null,null,0.3,0.5,0.2,管理人4532,阳光私募，银行债券,半年
114462000000000,智享-安e+,11.20%,较高,0.01,0.01,4000,2018/10/273,null,null,0.3,0.5,0.2,管理人4533,阳光私募，银行债券,半年
114462000000000,智享-安e+,12.20%,较高,0.01,0.01,4000,2018/10/274,null,null,0.3,0.5,0.2,管理人4534,阳光私募，银行债券,半年
114462000000000,智享-安e+,13.20%,较高,0.01,0.01,2000,2018/10/275,null,null,0.3,0.5,0.2,管理人4535,阳光私募，银行债券,半年
114462066,久盈计划4,14.20%,较高,100,100,10000,2018/10/276,null,null,0.3,0.5,0.2,管理人4536,阳光私募，银行债券,半年
114462000000000,智享-安e+,15.20%,较高,0.01,0.01,4000,2018/10/277,null,null,0.3,0.5,0.2,管理人4537,阳光私募，银行债券,半年
114462000000000,智享-安e+,16.20%,较高,0.01,0.01,4000,2018/10/278,null,null,0.3,0.5,0.2,管理人4538,阳光私募，银行债券,半年
114462000000000,智享-安e+,17.20%,较高,0.01,0.01,2000,2018/10/279,null,null,0.3,0.5,0.2,管理人4539,阳光私募，银行债券,半年
114462000000000,智享-安e+,18.20%,较高,0.01,0.01,4000,2018/10/280,null,null,0.3,0.5,0.2,管理人4540,阳光私募，银行债券,半年
114462000000000,智享-安e+,19.20%,较高,0.01,0.01,4000,2018/10/281,null,null,0.3,0.5,0.2,管理人4541,阳光私募，银行债券,半年
114462264,久盈计划12月,20.20%,较高,100,100,10000,2018/10/282,null,null,0.3,0.5,0.2,管理人4542,阳光私募，银行债券,半年
114462000000000,智享-安e+,21.20%,较高,0.01,0.01,4000,2018/10/283,null,null,0.3,0.5,0.2,管理人4543,阳光私募，银行债券,半年
114462000000000,智享-安e+,22.20%,较高,0.01,0.01,4000,2018/10/284,null,null,0.3,0.5,0.2,管理人4544,阳光私募，银行债券,半年
114462000000000,智享-安e+,23.20%,较高,0.01,0.01,2000,2018/10/285,null,null,0.3,0.5,0.2,管理人4545,阳光私募，银行债券,半年
114462464,久盈计划4,24.20%,较高,100,100,10000,2018/10/286,null,null,0.3,0.5,0.2,管理人4546,阳光私募，银行债券,半年
114463000000000,智享-安e+,25.20%,较高,100,100,10000,2018/10/287,null,null,0.3,0.5,0.2,管理人4547,阳光私募，银行债券,半年
114462000000000,智享-安e+,26.20%,较高,0.01,0.01,4000,2018/10/288,null,null,0.3,0.5,0.2,管理人4548,阳光私募，银行债券,半年
114462000000000,智享-安e+,27.20%,较高,0.01,0.01,4000,2018/10/289,null,null,0.3,0.5,0.2,管理人4549,阳光私募，银行债券,半年
114463000000000,智享-安e+,28.20%,较高,100,100,10000,2018/10/290,null,null,0.3,0.5,0.2,管理人4550,阳光私募，银行债券,半年
114463000000000,智享-安e+,29.20%,较高,100,100,10000,2018/10/291,null,null,0.3,0.5,0.2,管理人4551,阳光私募，银行债券,半年
114463000000000,智享-安e+,30.20%,较高,100,100,10000,2018/10/292,null,null,0.3,0.5,0.2,管理人4552,阳光私募，银行债券,半年
